sample0,sample1,sample2,sample3,sample4
COc1ccc(OC)c(NC(=O)C23CC4CC(CC(O)(C4)C2)C3)c1,CN(C(=O)C(C)(O)C(F)(F)F)c1ccc2ncc(C(=O)Nc3cccc(-c4ccn[nH]4)c3)n2n1,COc1ccc(C(=O)N2CCCN(S(=O)(=O)c3cccc(Cl)c3)CC2)cc1,Cc1c(CNc2cccc(-c3nc4cc(F)ccc4[nH]3)c2)oc2c(CO)cccc12,CN1C(=O)C(CN(C)C(Cc2ccccc2)C(=O)N2C(=O)c3ccccc3C2=O)c2ccccc21
COc1cccc(NC(=O)COC2CCN(S(C)(=O)=O)CC2C2CCCCC2)c1,COc1ccc(Cc2cc(=O)n3ccc(C)cc3n2)cc1OC,CC(=O)NCCCC=Cc1ccc(C(=O)c2c(F)cccc2C#N)cn1,NC(=O)c1ccc(NC(=O)c2cc(O)ccc2O)c([N+](=O)[O-])c1,COc1ccc(OC)c(-c2csc(N3CCC(C(N)=O)CC3)n2)c1
C=CCNC1=NC(c2cc3cc(C(C)(C)C)ccc3s2)C(C(=O)Nc2ccc(F)cc2)=C(C)N1c1cccc(OC)c1,CC1=C(c2ccc3ccn(CC(=O)N4CCN(c5ccc(F)cc5)CC4)c3c2)C(c2ccccc2)n2nc(C)cc2N1,Cn1c2c(c3ccccc31)CC(C(c1ccccc1)C(O)Cc1ncc(-c3ccsc3)s1)NC2C(=O)O,O=C(CSc1cn(-c2ccc(C(=O)O)cc2)nn1)NC1CC1,O=C(O)Cc1cccc(OC(=O)c2nnc(-c3ccc(C(F)(F)F)cc3)o2)c1
O=CN1CCN(Cc2coc3cc(CCc4ccc(Cl)cc4)ccc23)C(=O)C1,Cc1ccc(S(=O)(=O)N(CC(=O)NC(C)CCNC(CO)Cc2ccccc2)c2ccccc2)cc1,C=CCC1CCC2C1=C(C(=O)O)N1C(=O)C(N=C(N)N)C21,CN(CC(=O)N1CCCC(NC(=O)c2c(F)cccc2F)CC1)Cc1cccc(S(=O)(=O)N(C)CCF)c1,O=C(CNC(=O)C(=O)Oc1ccc([N+](=O)[O-])cc1Cl)Nc1cccc(F)c1
N#Cc1c(N)nc(-c2ccc(Cl)cc2)c(SCC(=O)O)c1-c1ccccc1Cl,NC(=O)Oc1ccc(C(=O)NNC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccc(N(C(=O)C=Cc3ccccc3)c3cccc4ccccc34)cc2)cc1,CC(=O)NN=CC(C)(C)CC1NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)CC(C=CCCC2CC(C)C(=O)O2)OC(=O)Cn2cc1nn2,O=C1NC(Sc2cc3c(cc2Cl)OCO3)=NC1=Cc1ccccc1,CCN(C=Nc1ccc2[nH]c(Cc3cccn3C)nc2c1)c1ccc(F)cc1
CC1=C(C)C(=O)C(c2[nH]nnc2NC(=O)Oc2cccnn2)=C(C)C1=O,Cc1nc2c(N)ncnc2n1CCC(=O)O,O=C(c1cn2c(n1)sc1cc(F)ccc12)N1CCSCC1,Cc1csc2c(=O)n(CNC(=O)C(C)Oc3cccc(Cl)c3)c(-c3cc(F)cc(F)c3)nc12,N=C(O)c1sc(N)c(C(F)(F)F)c1C(=O)Cc1ccoc1
O=C(C=Cc1ccc(O)cc1)Nc1cc(Cl)cc(Cl)c1,COc1cc(C2C3=C(O)CC(CNCCN4CCOCC4)CC3=NC(C)=C2[N+](=O)[O-])ccc1O,COc1ccc(OC)c(CN2C(=O)C(c3ccc(C)cc3)=C(c3ccc(NC(=O)CC(C)(C)N)cc3)C2OC)c1,O=C(c1ccc(-c2ccc(Cl)cc2)o1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,N#Cc1ccc(CCl)cc1
COC12CCC3(CC1COCc1cccc(Cl)c1)C1Cc4ccc(S(=O)(=O)c5ccc(OC(C)C)cc5)c5c4C3(CCN1C1CC1)C2O5,CCOC(=O)CN(CCOc1ccc(Cl)cc1)C(c1nnnn1Cc1cc(-c2nc3cc(C)c(C)cc3[nH]2)cc(C2CC2)n1)C(C)C,Cn1c(=O)c2c(-n3c(CCc4nc5ccc(C6=CCOCC6)cc5n4Cc4ccc(F)cc4)nc4c(Cl)ccc(Cl)c4c3=O)cccc2n(C)c1=O,CN(C)c1ccc(-c2nnc(-c3ccccc3)s2)cc1NS(C)(=O)=O,CC(C)(C)c1c(N2CCCC3COCCC32)nc(O)n1Cc1cc(F)ccc1Cl
CCC(=O)NC(c1ccc(C)cc1)C(O)C(=O)OCC1CC2C(C)(C)C1(C)C13CC(C)c4ccccc4C21O3,Cc1ccc2c(c1)c(-c1ccc(C(=O)c3nn[nH]n3)s1)cn2C,O=C(NN=Cc1ccc(-n2cc(F)c(=O)[nH]c2=O)o1)c1ccccc1F,CCC(=O)N(Cc1ccc2c(c1)CC(C)(C)O2)C(=O)c1ccc(N(c2ccccc2)S(C)(=O)=O)cc1,CCCOc1ccccc1CN1CCN(C2OC(OCC(C)C)C3(OS(=O)(=O)C=C3N)C2C(N)=O)CC1
COC(c1ccc(NC(=O)C2(c3ccc(C)c(C)c3)CCN(CCO)CC2)cc1)(C(F)(F)F)C(F)(F)F,COC(=O)c1cn(CCOc2cccc(C)c2)c2cc(Cl)c(S(=O)(=O)N3CCOCC3)cc2c1=O,O=C(CN1CCC2CC1c1c(Cl)cccc12)Nn1cnc([N+](=O)[O-])n1,Cc1ccccc1NC(=O)CSc1nnc(COc2cccc(C(=N)N)c2)n1C,O=S(=O)(c1ccc(-c2ccc(Cl)cc2)o1)c1ccccc1Cl
COc1ccc(CC(=O)Oc2nc(S(N)(=O)=O)ncc2NCc2ccc(OC)c(OC)c2)cc1Cl,O=C(C=Cc1ccc(Cl)c(Cl)c1)NCC=C(c1cccc2ccccc12)N1CCC(c2ccccc2)CC1,Cc1ccc(S(=O)(=O)Nc2ncnc3cc(Cn4cncc4C)sc23)cc1,CN1CCOC(Cc2nnc(O)c3c2CCCC3)C1,Cc1nc2c(NC(=O)c3ccccc3)c(C)nn2c(N)c1S(=O)(=O)c1ccccc1
CCn1cc(C(=O)O)c(=O)c2cc(F)c3[nH]c(-c4ccsc4)nc3c21,Cc1ccc(COc2ccccc2CC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,CC1CCC2C(=O)N(c3ccc(NS(=O)(=O)c4cccs4)c(C(F)(F)F)c3)C(=O)C2C1,COc1ccc(CN(Cc2cn(CCCN(C)C)nn2)C(=O)c2cc(C=Cc3ccccc3)[nH]n2)cc1,COc1ccc(Nc2cc3nc(-c4ccc(Cl)cc4)cnc3cn2)cc1
OC(=NCc1ccc(Cl)cc1)c1ccc(-c2cnc(Cl)nc2)cc1,O=C(NC(c1ccncc1)S(=O)(=O)O)c1ccccc1,C=CCCC(=O)Nc1cc(Cl)c(OC)cc1C(F)(F)F,Cn1c(C(=S)Nc2ccc[n+](C)c2)nc(-c2ccccc2)c(C#N)c1=O,O=C(O)COCC1=C(Cc2cc(C(F)(F)F)ccc2Cl)N2C(=O)C(Br)(Br)C2SC1
Cn1nnnc1NCC(O)c1cc(Cl)ccc1O,Cc1cccc(N2C(=O)CSC2c2sc(-c3ccc(Cl)cc3)nc2C(C)C)n1,OCCCc1ncc(-c2ccc(F)cc2)[nH]1,CC(C)(C)c1nnc(C(C)(O)CO)s1,CC(CCCOS(=O)(=O)O)C1C=CC(=O)C1=CCCCCCc1ccccc1
CCCCC(NCC(NC(=NCCCNC)NCCCN(CCCC)C(=O)c1cc(N)cc(OC)c1)C(C)CC)C(=O)O,Cc1ccc(Nc2c(O)cc(O)c3c(=O)cc(Cc4ccccc4)oc23)cc1F,O=C(O)CCSC1=C(C(=O)O)N2C(=O)C(NC(=O)CSC(c3ccccc3)c3ccccc3)C2SC1,CN(c1ccc([N+](=O)[O-])c2nonc12)C1Oc2ccccc2C(=O)C1(C)C,Cc1ccc2cc(C(=O)Nc3ccc(I)cc3)oc2c1
COc1cc(N)ncc1NC(=O)CC=C(C)C,CN1CC2C(c3ccc(-c4ccccc4)cn3)C3(c4ccccc4)CC2(C3)C1Nc1cccc2cccnc12,CN(C)CCNc1nc2c3ccc(O)cc3ccc2c2ccc(O)cc12,COc1ccc(NC(=O)c2noc(-c3ccccc3)c2C(=O)NCc2ccc(C)cc2)cc1,O=C(CCc1ccc([N+](=O)[O-])cc1)NCCCN1CCOCC1
Clc1ccccc1C#Cc1cnc(Br)cn1,CC1=NN(C(=O)CCc2ccc(Cl)cc2)C(=O)C1=Cc1ccc(F)cc1,O=C1C2=C(C(=O)c3ccccc31)C1OC(CCc3cnccn3)(Cc3ccccc31)O2,COc1ccc(-n2c(C)c(CCO)c3ccc(O)cc32)cc1,CN(C)C(=O)CN1CCSc2ccc(S(=O)(=O)c3ccc(Cl)cc3Cl)cc21
COc1ccc2c(c1)CCN2CCN(C)C(=O)C(C)c1ccc(Cl)cc1,COc1cc(OC)c2c(=O)cc(CNCCN(C)C)oc2c1,COc1ccccc1-c1c(C)c(Nc2nc(N)c(C(=O)N3CCCCC3)nc2Cl)nn1-c1ccc2c(ccn2C)c1,COc1cccc(C(=O)Nc2cc(CC(=O)N3CCC3)n[nH]2)c1,CCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12
O=C(CNC(=O)c1cccnc1)Nc1cccc2c1CCCC2,CCCCCNC(=O)C(C)Nc1ccc2cnn(-c3ccc(NC(C)=O)cc3)c2c1,CCCCCCOc1ccc(C(=O)c2cc(O)cc(O)c2O)cc1,Cn1c(-c2ccccc2)c(Cl)c(=O)[nH]c1=O,CCC(NC(=O)c1ccco1)Nc1cccc(C)c1C
CC(=O)NCCC(=O)NCc1ccc(Oc2ccc3c(c2)OCCO3)cc1,Cc1csc(C(=O)NC2CCN(Cc3ccccc3)CC2)n1,CCc1ccc(Oc2cccc(CCNc3cc(C)cc(C)n3)[n+]2C)cc1,CC(C)N1CCCN(C(=O)c2cccnc2-c2ccc3c(c2)N(C)CCO3)CC1,CCc1cc2c(cc3c(=O)n(CC(=O)n4c(=O)n(C(C)C)c5ccccc54)nc(CC)n32)s1
CC(C)OCCCNC(=O)N(Cc1cnn(-c2ccccc2)c1)S(=O)(=O)c1ccc2ccccc2c1,CSCc1cn(CCCCOc2ccc3cc(-c4ccc(Cl)cc4)c(=O)oc3c2)nn1,Clc1ccc(-c2nc3c4ccccc4nc(Sc4nc5ccccc5o4)n3n2)cc1Cl,CC(C)C1(O)CCC2C3CCC4=CC(=O)CCC4=C3CCC21C,CS(=O)(=O)c1ccc2c(C3CCCN(C(=O)COCC4CCOCC4)C3)nn(C(F)(F)F)c2c1
CS(=O)(=O)c1ccc(-n2ncc3c(Nc4ccc(Cl)c(Cl)c4)ncnc32)c(F)c1,CC(C)(C)c1ccc(C=CC(=O)N2CCN(C3CCSc4ccccc43)CC2)cc1,Cn1c2cc(CC(=O)O)sc2c2cnn(C(=O)N3CCOCC3)c(=O)c21,COCCC1CCCCN1C(=O)c1cnc(Sc2ccc3c(c2)CCC(c2ccccc2)O3)s1,C[n+]1cn(-c2ccccc2[N+](=O)[O-])c2nc(N)nc([O-])c21
O=C(CSc1nnc2c3ccccc3c3ccccc3c2n1)Nc1ccc(Cl)cn1,O=C(Nc1ccc(Cl)cc1)c1nnn2c1nc(NCCCCN1CCOCC1)c1sccc12,CC(Cn1cc(C(=O)C2CCOCC2)c2ccccc21)=NOCCCN1C(=O)c2ccccc2C1=O,CCc1csc(NC(=O)C2CCCN(C(=O)Cc3nc4ccccc4s3)C2)n1,COc1cc(C=C2C(=O)c3cccn3C2OC)cc(O)c1OC
CCN1CC2=C(C1=O)C(CCO)NC(=O)N2,O=[N+]([O-])c1cccc(NCCCCNCc2cccs2)c1,CCc1nc2c(F)ccc(OCc3ccccc3)c2c(C(=O)C=C(C)C)c1OC,COc1cc2c(cc1-c1cnc(N)c(Cl)c1)C(C)(C)CCC2(C)C,O=C1Nc2ccccc2N(S(=O)(=O)C2CCCCC2)C1Cc1cccc(Cl)c1
Cc1ccc(S(=O)(=O)NC(C(=O)Nc2ccc(Cl)cn2)C(C)C)cc1,O=C(O)CCC(NC(=O)c1ccc(-c2ccc3cnc4[nH]c(=O)n(-c5ccccc5)c4c3n2)cc1)C(=O)O,CCc1c(Cl)cc(CC(=O)O)c(O)c1Cl,Cc1ccccc1CNc1nc2ccsc2n2cccc12,CC(C1CCC2C(=Cc3cccnc3)CCCC21C)C(O)(C#N)Cc1cccc2c1OCCO2
Cc1ccc(OCC(=O)Nc2ccc(Cn3ccc4ncnc-4c3)cc2)cc1,COc1cc2c(cc1OC)C(C(C)=O)N(CC(=O)c1c(C)cc3c(OC)c(OC)c(OC)c4c3c1OC4=O)CC2,Cc1c(NC(=O)c2cn3c(n2)sc2ccccc23)cccc1N1CCNC(C)(C)C1,Cc1c(NC(=O)c2ccncc2)cccc1N1CCN(C(=O)Nc2ccccc2F)CC1,CCCCc1cc2cn(CCCCC3CNC(=O)C(=O)N3Cc3cccc(Br)c3)c(=O)nc2o1
CC(C)N1CCN(C(=O)Nc2ccon2)CC1,N=C(Nc1ccc(CNS(=O)(=O)c2ccccc2)cc1)c1ccc(C(F)(F)F)c(OC(F)F)c1,CSc1ccc(COc2ccc(Br)cc2)cc1,CCC(CN(C)C(=O)C1CC1)OC1CCCCC1=O,[C-]#[N+]C1OC(C2CCC3(C)C2C(O)CC2C4(C)CCC(O)C(C)(C)C4C(OC(=O)CCc4ccccc4)CC23C)C(O)C(O)C1O
COc1cc(C(=O)NCC2C(O)CCN2C(=O)NCC(C)=Cc2ccccc2)c2cccc(C)c2c1,CC1CC(C)CN(S(=O)(=O)c2ccc(C(F)(F)F)cc2)C1,Cn1c(SCC2CCCO2)nnc1-c1ccc2c(c1)OCO2,CC12CCC(O)CC1(S)CC=C1CCC12,CN(C)CC1CCN(Nc2ccccn2)CC1
COc1ccc2c(c1)C(=O)CC(OCC(F)(F)F)O2,CCOC(=O)c1c(C)nc(NCc2ccc(O[Si](C)(C)C(C)(C)C)cc2)nc1-c1ccccc1,CC(C)CCn1cnc2c(cnn2-c2cccc(Cl)c2)c1=O,COc1ccc(CNc2nc(O)c(-c3nc4ccccc4s3)c(Cc3cccc(C(F)(F)F)c3)n2)cn1,Cc1ccc(C)c(S(=O)(=O)N2CC=C(C(=O)O)CCC2)c1
O=c1[nH]c(=S)c2cc(NC(c3ccccc3)c3ccccc3)ccc2[nH]1,CC=CCOCCN(C(=O)Cc1ccc(C(=N)N)cc1)C(C)C(C(=O)O)C(C)Cl,Cc1ccc(OCC(O)CON=C(c2ccccn2)n2ccc(C)cc2=O)cc1,COc1ccccc1NC(=S)Nc1ccccc1,COC(=O)c1ccc2c(C)cc(Nc3cc(OC)cc(OC)c3)nc2c1
O=C1CCN(C2CCCCC2)CCN1c1cc(F)c(Cn2ncnn2)c(F)c1,CCCCCS(=O)(=O)NC(c1ccncc1)c1cc(NC(=O)CCC(=O)O)cc(C(F)(F)F)c1,CC(C)Cc1csc(NC(=O)c2ccccc2OCc2ccccc2)n1,CCNC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NC(C)C)cc3)o2)cc1,COc1ccc(C(C)(C)NC(=O)c2ccc3c(c2)c(C)c(C)n3-c2ccc(C)nc2)cc1OC
CN1CCN(c2nc(Cc3ccccc3)c(O)c3cc(C4CCCCC4)c(=O)n(CC(=O)N4CCCC4)c23)CC1,COc1ccccc1CCCCNC(=O)C1(c2ccc(SC)cc2)CCCC1,O=C(Cc1ccccc1)N1CCc2ccccc2C1,O=C1CNC(=S)N1N=C1CC(c2ccccc2)NC(c2cccc3ccccc23)C1,CS(=O)(=O)c1cc2ccc3cccc4ccc(c1)c2c34
O=C(O)c1cc(Nc2c3c(nc4ccccc24)CCCC3)cc(-c2ccc3ccccc3c2)c1,COCCn1cc(-c2ccc(N3CCN(CC4(C(=O)O)CCCCO4)CC3)c(OCCO)c2)c(-c2ccc(F)cc2)n1,CCN(C(S)=NCc1ccc(F)cc1)c1ccccc1C,Cc1c(C(=O)NCc2ccc(-c3ccccc3)cc2)sc(=O)n1CN1CCCc2ccccc21,COc1ccc(C(=O)OCC(=O)N2C(=O)NC(C)(C3CCCCC3)C2=O)cc1OC
Cn1c(-c2ccc(Cl)cc2)c(CN2CCCCC2)oc1=O,O=CC=C(c1ccccc1)c1ccccc1,O=C(C1CC1)N1CC(OC2OC(CO)C(O)C(O)C2O)CC1C1CCc2c(F)ccc(O)c2C1,CC1CCc2sc(NC(=O)c3ccccc3)c(C(=O)Nc3ccccn3)c2C1,N=c1n(CC2(N(C(=O)Nc3nnn[nH]3)c3ccc(F)cc3)CCCC2)c2ccccc2n1-c1ccc(N2CCOCC2)cc1
O=S(=O)(CCCc1nc(-c2cccc3c2OCO3)no1)c1ccc(Cl)cc1F,CCCc1ncc(Cc2c(C)cc(C)cc2C)c(-n2c(=O)c3ccccc3n(CCc3ccccc3)c2=O)n1,Cc1ncsc1CN(C)Cc1ccc(Cl)c(Cl)c1,CCOc1c(NS(C)(=O)=O)cn[nH]c1=O,COc1ccc(C(=O)c2cnn(-c3ccc(C)cc3)c2-c2cc3ccccc3o2)cc1COc1ccc(NC(C)=O)cc1
O=C(NC1CCSC1=O)c1ccccc1,c1ccc2c(c1)CN(c1ccccc1-c1cn3ccsc3n1)C2,CCOC(=O)C(SCCNC(C)=O)C(=O)SC,FC(F)(F)c1ccc(C=CC=Cc2ccco2)cc1,CN(C)CCC(N)Cn1cnc(NCc2cc3c4ccccc4n(-c4cccc(C#N)c4)c3c(CCCN)n2)c1
CCOc1cc(NC(=O)Cc2cccc(OC)c2)nc(N=C(O)C=Cc2cccc(Oc3ccccc3)c2)n1,O=C(Nc1nc2ccc(NC3CCCC3)cc2s1)c1ccccc1,CC(c1ccccc1)n1c(C=CCO)nc2ccnc(Cc3ccncc3)c2c1=O,COc1ccc(SC)cc1CNCc1nc2cc3c(cc2c(=O)o1)OCCCO3,Cc1ccc2nc(NN=C3CCC(C)n4c3nccc4=O)n(-c3ccccc3)c(=O)c2c1
Cn1c(Nc2ccccc2)nc2cnc(Cc3ccccc3B(O)O)nc21,CC(C)(C#N)N=NC(C)(C)C#N,CN(C)S(=O)(=O)c1cc2nc3c(c(CN4CCCOCC4)n2n1)CCCC3,COc1ccc(C=C2SC(C(C)c3ccccc3)N(c3ccccc3)C2=O)cc1NC(=O)c1cccnc1,CS(=O)(=O)N(CCOCc1cccc(F)c1)CCC1CCCN1
CCOc1ccccc1-c1cc(CCC(=O)O)c2c(C)nn(Oc3cccc(O)c3)c2n1,CC(C)c1nn2ccccc2c1-c1cccc(OCc2ccccc2)c1,CC12CCCCC1C1CCC3CC(NCc4cc(F)cc(OC5OC(COC(F)(F)C(F)F)C(O)C(O)C5O)c4)CCC3(C)C1CC2,c1ccc2c(c1)Cc1ccccc1-2,O=C(O)Cn1c(CCCc2ccccc2)nc2cnccc21
O=C(Nc1cc(Cl)nc(Cl)n1)N1Cc2cccc(F)c2C1,CCCCCC(=O)N(C)c1cc(Oc2cccnc2)cc2oc3ccccc3c12,COC(=O)Cn1c(-c2ccc(C(C)(C)c3ccccc3)cc2)nc2c(N)c(OC)ccc21,COC(=O)c1c(C)nc(Oc2ccc3c(c2)CN(Cc2ccccc2)CC3)nc1-c1cc(Cl)c(OC)cc1O,CCCc1nc(CCC(C)=O)c(Cc2ccccc2)n1Cc1cccc2c1ccn2Cc1ccccc1
Cc1nnc2c(N3CCOCC3)nc(-c3c(F)cc(-c4cc[nH]c5nc(C6(c7ccccc7)CC6)cc4-5)cc3F)cn12,Cc1cc(C)nc(-n2cc(OC3CCN(C4CC4)CC3)c(C)n2)n1,CC(C)CCn1c(=O)c2sccc2n2c(C(C)C(=O)NC3CCc4ccccc4C3)nnc12,COc1cc(C(N)=O)ccc1Nc1ccnn1C,CC(C)CCNCCn1cc(NC(=O)C2CCC2)cn1
Cc1ccc(CSc2ccccc2C(=O)C=Cc2ccc(Cl)cc2)cc1,CCCCN1c2ccccc2Sc2cc3ccccc3nc21,O=C(CC(CCOC(=O)c1ccccc1)C1CCCCC1)NO,CCN(CC)S(=O)(=O)c1cccc(NC(=O)Cc2n[nH]c(C)n2)c1,CC(C)CC(=O)c1[nH]c2ccc(Cl)cc2c1-c1ccc([N+](=O)[O-])cc1O
Cn1ncc(-c2c(N=C3NCCN3)ccc(F)c2F)c1-c1cc2cc[nH]c2nn1,CC(C(=O)O)C(OC(=O)Oc1ccc(OCCCCCCSc2nc([N+](=O)[O-])c(-c3ccccc3)[nH]2)cc1)C(=O)Cc1ccccc1,Cc1ccc(N(C)C(=O)CNC(CC(=O)Nc2cccc(C(=O)c3ccccc3)c2)C(=O)O)cc1,CCCCN(N=O)C(=O)OCC(=O)c1ccc2c(c1)-c1ccccc1C2,COc1ccc(-c2nc(Nc3ccccc3C)c3ccccc3n2)cc1
CNC(=O)c1ccccc1NC1CCN(c2ccccc2F)C1=O,Cc1n[nH]c(=S)n(C)c1=S,COCC(=O)N1CCCC(c2nnc(NC(=O)c3ccccc3)s2)C1,COCCn1c(=N)c(Cc2cccs2)cc2c(=O)n3ccccc3nc21,CC(C)(CCCN)CN(Cc1cnccc1NC(=O)C=Cc1ccc(C(F)(F)F)cc1)c1ccc(OCCC2CCCN2)cc1
CN(C)C(=O)c1[nH]nc(-c2cccs2)c1N,CCCc1noc2cc(Nc3ncnc4c(Cl)cccc34)ccc12,O=C(NCCO)c1cccc(-c2ccc3c(C=Cc4ccccc4)n[nH]c3c2)c1,O=C(c1ncccc1Br)N1CC2CCC(C1)N(C(=O)c1cc3ccc(F)cc3[nH]1)C2=O,CN(C)CN1C(=O)c2ccncc2C1=O
CC(C)CCn1c(=O)nc(-n2cccc2)n(Cc2ccc(NC(=O)C=Cc3cccc(C(F)(F)F)c3)cc2)c1=O,NC(=[NH2+])c1ccc(NC(=O)C(CC(=O)O)NC(=O)C=Cc2ccc(C(F)(F)F)cc2)cc1,CC1=CCC2CC(CC3(CCC(C)C(C)O3)O2)OC(=O)C2C=C(C)C(O)C3OC(O)C(=CC=CC(C)C1)C23O,COC(=O)C(Oc1cccc([N+](=O)[O-])c1)c1ccc(NC(=O)C2CSCN2)cc1,COc1ccc(C=CC(=O)NCc2cccc(Cl)c2)c([N+](=O)[O-])c1OC
CCN(O)C(=O)OCC=C(Cl)Cl,Cc1nnc(Nc2ccc(S(=O)(=O)c3ccc4cc[nH]c4c3)cc2)s1,Cc1ccc(C(=O)NCC2OC(n3cnc4c(NCCOC(=O)c5ccc(N)cc5)ncnc43)C(O)C2O)cc1,C#CCNC(=O)Cc1c(O)ccc2c1c1c(n2Cc2ccc(OC)cc2)C(=O)c2ccccc2C1=O,COC(=O)CN1C(=O)C(O)=C(C(=O)c2ccc3ccccc3c2)C1c1c(C)cccc1C
O=C(O)C1=C(C(=O)CCC(=O)N2CCCc3cc([N+](=O)[O-])ccc32)COC1,N#Cc1ccc(O)c(-c2ccc3c(C=Cc4ccc(F)cc4)n[nH]c3c2)c1,COc1ccc(CP(=O)(c2ccccc2)c2ccccc2)cc1,Cc1c(Oc2ccc(C(F)(F)F)cc2)nc(-c2ccc(C(F)(F)F)cc2)[nH]c1=O,CC=CC(=O)N1CCC(Oc2ccc(P(=O)(OCOC(=O)N(CC(C)C)C(=O)c3ccc(CC)cc3)OCOc3ccc(F)c(F)c3)cc2)C1
CCS(=O)(=O)N1C(=O)C(Nc2ccc(C)cc2)C(=O)N(N2CCOCC2)c2ccc(Cl)cc21,CCCCCCCCS(=O)(=O)NC(=O)N(CCCCNCc1cccc(OCc2ccccc2)c1)CC1OC(=O)C2OC(C)(C)OC12,C=CCc1cc(-n2c(=S)n(CC=C)c3ccccc32)cc(C[n+]2ccccc2)c1O,O=C(O)CNC(=O)NC1CCC(C(=O)Nc2ccccc2)C(=O)N2C(CCC2C(=O)Nc2ccccc2)C1,Cc1c(C(=O)CCNCCc2ccc(O)c(O)c2)cc(C(C)C)c(O)c1C(C)C
CC1(C)SCCCN(S(=O)(=O)c2ccc3ccc(C(=O)Nc4ccc(O)cn4)cc3c2)C1C(=O)O,Cc1c(C(=O)NC2CCC(C)CC2)oc2ccc(C(F)(F)F)cc12,CCOC(=O)c1c(C)[nH]c(C(=O)Oc2cccc3[nH]c(-c4nccn4C)nc23)c1C,O=C(NC1CCc2cc(Cl)ccc21)NC1CCCc2c1cnn2-c1cccc2c1sc1ccccc12,COc1cc(Nc2nc(-c3ccc4c(c3)CN(CN3CCOC(C)C3)CC4)no2)ccc1F
CNc1nc(CC(=O)NC2CCCC2)cs1,COCCCNC(=O)c1coc(-c2ccccc2)n1,CCN(CC(=O)Nc1nccs1)C(=O)c1cc(-c2ccc(OC)cc2)on1,CCOC(=O)c1ccc(NCCCCCCCCCCCc2cc(Cl)c(Cl)cc2[N+](=O)[O-])cc1,O=C(CCN1CCN(CCCOc2ccc3c(c2)OCO3)CC1)c1ccccc1
O=c1c(Nc2ccnc3c2CCC3O)c(NC2CC3(COC3)C2)c1=O,CCCOC(=O)Cc1c(C)n(C(=O)OC(C)(C)C)c2ccc(OC(=O)CCc3ccccc3)cc12,COc1cc2c(c(C(=O)N3CCOCC3)c1)N(N1CC(C)OC(C)C1)CCC2,CN(C)S(=O)(=O)c1ccc2c(c1)N(C(=O)Nc1ccc(C3(O)CCOCC3)cc1)C(=O)CO2,CC1CCC2CC(=O)OC3OC4CCC1C23OO4
Cc1nc2nn(-c3ccccc3)nc2c(=O)[nH]1,COC(=O)c1sc2nc(NC3CCCC3)nc(NC3CCS(=O)(=O)C3)c2c1N,C=C1CC2OC3C4C(CCC(C)(OC)C24)C(C)C(=O)OC3(C)CCC1Sc1ccccc1,COc1cccc(Nc2nc3cc(Cl)c(Cl)cc3nc2-c2ccccc2C)c1,O=C1Nc2ncccc2C1=Cc1ccc(-c2ccccc2)cc1
CCCCCNC(=O)N(CC1(CC(C)C)CN(c2cccc(F)c2)C1)C(=O)c1ccc(C(C)(C)C)cc1,CC1(C)CN(C(=O)Oc2c(F)c(F)c(F)c(F)c2F)CCS1,Cc1nc(NC(=O)Nc2cccc(Br)c2)sc1CCn1cnc(C2CCCC2)c1,COc1ccc(C(C#N)NC(=O)C(CCS(C)(=O)=O)NC(=O)C(CCCNC(=N)N)NC(C)=O)cc1,CC(C)NC(=O)NC1(c2ccccc2)NC(=O)N(c2coc(-c3ccccc3)c2)C1=O
O=c1ccoc(CNc2ccc(Cl)cc2)c1,CCC(=O)Nc1nc(O)cc(-c2ncnc3cccc(F)c23)n1,CCOC(=O)c1cccc(NC(=O)NC2(Cc3ccccc3)Oc3cc(Cl)c(Cl)cc3O2)c1,CCCCS(=O)(=O)N1CCc2cn(CC=Cc3cccc(Br)c3)c3nc(C)cc1c23,COCC(C)[N+]1(CCN2CCCCC2)CCCCC1
CC(C)C(C=Cc1ccccc1)NCc1cccc(NC(=O)C=CC(=O)O)c1,CC1CN(Cc2cn(CC(N)=O)nn2)c2ccccc2NC1=O,CN(C)CCOc1cc(C(=O)Nc2ccc(CN3CCN(C)CC3)cc2)ccc1-c1cccs1,CCS(=O)(=O)NC(=O)c1cc(-c2ccccc2)nc2ccccc12,CSCCNC(=O)c1ccc(CN2C(=O)c3cccnc3Oc3ccc(C)cc32)cc1
CC(=O)Oc1[nH]c2c(C=C3SC(=S)N(CCCCN4C(=O)c5ccccc5C4=O)C3=O)cccc2c1OC(C)=O,CC(=NNC(=O)CC#N)S(=O)(=O)c1ccc(Br)c(C)c1,Cc1c(CC(=O)O)c2ccsc2n1S(=O)(=O)c1cc(Cl)ccc1OCc1ccc(Cl)cc1,OCc1cncc2[nH]c(C#Cc3ccc(Nc4ccc(F)c(F)c4)nc3)nc12,COc1ccc(Br)cc1C(=O)NCc1ccccc1
